ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises
976ce345-85e0-466a-b7d7-5e0d860442dc.Kinect,8/15/2018,0.407374763526735,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
24e0de1f-896f-4602-8c33-2f98c55ed85e.Kinect,9/4/2018,0.759230187414228,0,1.5,1.5,0,0.15,0,0,0,0,0.37,0,0,0,0
cbd4ce3a-a469-481c-bc7c-45add3295ac3.Kinect,8/21/2018,0.892026927740008,0,0.62,0.3,0,0.21,0,0.09,0,0,0,0,0.02,0,0
4e72ce8d-67fe-4c9b-be6a-de93bbf35569.Kinect,6/5/2018,0.486568165803544,0.02,1.12,0.61,0,0.01,0,1.48,0,0,0,0.49,0,0,0
786df5dd-151d-4fbe-adc2-009b5ee79d79.Kinect,10/22/2018,0.826127415088373,0.06,1.46,1.5,0.03,0.04,0,0,0,0,0.06,0,0,0,0
ce20b22f-7693-4fdb-ad22-51e6875c6be2.Kinect,8/25/2018,0.412981075889581,0,1.09,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.33
ad36fae4-8c2a-4224-9cba-950509de32c6.Kinect,9/11/2018,0.653199039424692,0,1.34,1.26,0.28,0.98,0,0,0,0.56,0,0,0,0,0
f21512ad-3c8d-49e4-b896-54a8606bd47a.Kinect,7/12/2018,0.493046916910619,1.06,1.48,1.47,0.47,0.46,0,0,0,0.49,1.02,0,0,0,0
3c1cb41f-622f-4d0e-820b-224a5d20057f.Kinect,6/26/2018,0.443344291442971,0.34,1.41,1.5,1.25,1.19,0,0,0,0,1.23,0,0,0,0
ea3e4cb3-a5f2-4483-8a7f-265abc1bb703.Kinect,7/11/2018,0.81033742126188,0,1.16,1.06,0,0.07,0,0,0,0,0.32,0,0,0,0
23c5afe0-85e8-4c7e-80a0-5cfbb1e117ef.Kinect,9/11/2018,0.386777320866929,1.05,0.11,0.06,0.14,0.59,1.03,1.13,0,0,0.01,0,0,0,0
794210bc-4ec5-4e95-8d18-37a376700de4.Kinect,7/10/2018,0.730271903906689,0.61,1.11,1.13,0.43,0.46,0,0,0.03,0.19,0.07,0,0,0,0
7f3201ac-f945-467c-9e50-580779858414.Kinect,8/13/2018,0.805756773715981,0,0.73,0.03,0.01,0.87,0,0,0,0,0,0.04,0.16,0,0
3a298422-5cb9-4c5f-bc16-4a97c0224666.Kinect,8/23/2018,0.568634454433651,0.08,1.02,1.1,0.37,0.77,0,0.01,0,0.02,1.15,0,0,0,0
2aa637a8-1431-4a42-8ed1-4ddb37ac9aad.Kinect,8/27/2018,0.705534982234145,0,0.21,0.12,0.02,0.36,0,0,0,0,0.06,1.18,0,0,0
c50be40e-f753-47ad-be76-1be5a94f3deb.Kinect,9/11/2018,0.761469809205545,0.28,0.16,0.04,1.14,1.29,0.25,0,0,0,0.06,0,0,0,0
e6198994-a839-443a-9f37-391c8e83beeb.Kinect,8/15/2018,0.412176199825567,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.34
af3a6636-20ec-4ef9-a8e5-c9540de28200.Kinect,9/26/2018,0.21290785245928,1.15,1.36,1.15,1.08,1.1,1.01,1.11,0,0,0,0,0,0,0
0ea1a829-d04d-40bd-b588-ad3c39717326.Kinect,7/18/2018,0.627983663831531,0.03,0,0,0.67,1.28,0,1.02,0,0,0.17,0,0,0,0
5595a191-8df0-4a27-96c0-f98ff728257e.Kinect,9/26/2018,0.636667272658077,0,1.09,1,0.46,1.33,0,0,0,0,0.14,0.04,0,0.22,0.07
4ec59689-0fd7-46b1-b957-6f03c5199fd8.Kinect,10/12/2018,0.589746473319608,1.07,1.25,1.33,0.47,0,0,0,0,0,0.6,0.02,0,0,0
cf564289-5a90-41a6-8351-08359fc1342d.Kinect,7/26/2018,0.65294124897341,1.17,1.18,1.04,1.01,1.07,0,0,0,0,0.01,0,0,0,0
6b2bceb7-b534-4adc-bde6-f9c01c106f6a.Kinect,5/31/2018,0.734776841753873,0,0.11,1.07,0.39,1.15,0,0,0.12,0.08,0,0,0,0,0
f5a57b7a-a1e4-4d4a-9285-e7e9f772a3df.Kinect,8/29/2018,0.814527532618835,0,1.3,1.35,0,0.01,0,0,0,0,0.24,0,0,0,0
23df305c-5d11-4b4a-909c-921ccf7a3bd9.Kinect,7/26/2018,0.734800079075294,0,1.5,1.5,0,1.13,0,0,0,0,0,0,0,0,0
79606929-c218-4b47-9e5f-04489d06f882.Kinect,6/19/2018,0.777872246764914,0,1.5,1.5,0,0,0,0.15,0,0.21,0.17,0,0,0,0
724d2af9-4e9a-4ccc-b6af-6961950f0985.Kinect,9/26/2018,0.835012751262557,0,0,0,1.09,1.24,0,0.06,0,0,0,0.13,0.09,0,0
0079f495-1290-47cb-b408-e669c2a27706.Kinect,9/26/2018,0.699399896745449,0,1.06,0.76,0.07,0.17,0.64,0,0,0.23,0,0,0,0,0
47513dce-8bc7-47c6-b165-a4f7876bfa3e.Kinect,8/23/2018,0.716636151459996,0,1.38,1.35,0,0,0,0.02,0,0,0.7,0,0,0,0
7aa70a90-e46e-4875-9d60-76b88735f5df.Kinect,9/26/2018,0.490264564358378,0,0.25,1.2,0,0.13,0,0.27,0,0,0,1.5,0,0.05,0
36616673-cb69-4789-868e-6aa4517698d6.Kinect,7/12/2018,0.708014550473206,1,1.5,1.5,0.09,0.09,0,0,0,0,0.15,0,0,0,0
2e55e3a6-7805-4d64-b30e-610edf182579.Kinect,5/10/2018,0.733731120904268,0,0.58,0.96,0.03,0.52,0,0.07,0,0,0.51,0.44,0,0,0
ca0095b1-a867-43fb-9b13-50538fdeb531.Kinect,8/27/2018,0.825699151839281,0.04,1.5,1.5,0,0,0,0,0,0,0.1,0,0,0,0
e56b23a7-4750-4878-a840-f5ed5dbc3998.Kinect,7/18/2018,0.657474486079249,1.05,1.2,0.86,1.12,1,0,0,0.01,0,0,0,0,0,0
018b3908-ef64-4151-a6fd-f93d2a5ad0e8.Kinect,8/23/2018,0.61336960047508,0,0.76,0.05,0.77,1.08,0,0,0,0,1,0,0,0,0
4a6256fe-a4ea-47e9-a3e4-b398ae30c529.Kinect,6/1/2018,0.773319705644284,0,0.42,0.37,1.15,1,0,0,0,0.2,0.34,0,0,0,0
cd4f65e2-0561-4888-9cb8-8733b6a32167.Kinect,7/26/2018,0.383391161999959,0.08,1.5,1.06,0,0,1.05,0,1.15,0.06,0.07,0,0,0,0
17559eeb-c2dc-4893-9e38-b81a9c0d45e6.Kinect,8/27/2018,0.530224001356431,0.31,1.5,1.5,0,0.03,0.4,0.32,0,0,0.69,0,0,0,0
6fa2e139-5638-4ec3-ab17-bf1a3733fc77.Kinect,7/11/2018,0.708459048653646,0.19,1.5,1.5,1.09,0.31,0,0.06,0,0,0,0,0,0,0
652761c4-eaff-4ef1-87aa-57ab5e354813.Kinect,9/11/2018,0.460190607075444,1.44,1.5,1.5,1.02,0.56,0.28,0.42,0,0,0,0,0,0,0
a039e045-8e9f-492e-b130-bfe84da438f8.Kinect,5/31/2018,0.433593289554751,1.02,0.26,0.68,0.12,0.61,0.03,1.27,0,0,0.35,0.21,0,0,0
8a51b022-f341-4ab0-9084-e540e6e1abf1.Kinect,7/26/2018,0.775313842990968,0,1.46,1.44,0.02,0.39,0.09,0.08,0,0,0,0,0,0,0
9363d949-6733-40ec-9459-df772b302ff8.Kinect,10/19/2018,0.844964047105092,0,1.19,1.25,0.08,0,0,0,0,0,0,0.1,0,0,0
a17b036c-ea8d-4979-b87d-a1041ef335e2.Kinect,6/6/2018,0.454656353734701,0.04,0.41,1.24,0,0.03,1.45,0.6,0.01,0,0,0,0,0,0
66214a83-d163-4bf9-b695-bcd8ef2c8e07.Kinect,8/17/2018,0.407197108990292,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
f8b73930-9dc8-4e21-a32b-ba25cefdc597.Kinect,8/20/2018,0.948218263969814,0,0.02,0,0.06,0.49,0,0,0,0,0,0,0,0,0
2aca4ef1-2ff8-45c1-a94e-25e4cfbdf8a7.Kinect,8/23/2018,0.52404729301391,0.13,1.45,1.39,0,0,0,0,0,0,0.02,1.33,0,0.12,0
9f0e30cd-e5c5-41be-9986-909496ad9790.Kinect,8/17/2018,0.419431807292479,0,1.09,0.13,0,0.32,0,0,0,0,0,0.02,1.5,0.01,0.34
46984e71-3a25-44a1-9b60-86fb418eea35.Kinect,7/18/2018,0.655395991621469,1.5,1.41,1.37,0.41,0.13,0,0.05,0,0,0,0,0,0,0
9648b88f-d031-400b-8d31-7e4f92454fd2.Kinect,8/25/2018,0.406960410586385,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
597c615c-c9fd-45c4-a6a5-c78a3da6f558.Kinect,5/31/2018,0.650985231453008,1,1.23,1.5,0.97,0.98,0,0,0,0,0,0,0,0,0
bde56107-26fb-4e71-8260-3fa126e272f5.Kinect,8/27/2018,0.794520186142002,0,1.5,1.5,0,0,0,0,0,0,0.27,0,0,0,0
df9eba4b-1863-4556-86be-5c47250d8b6d.Kinect,8/17/2018,0.407531366544382,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
50b43db0-80ed-435c-b64a-cf59a378dd69.Kinect,9/21/2018,0.517648352820786,0.05,1,1.03,1.44,1.5,0,0.08,0,0.1,1.02,0,0,0,0
4448b8e6-3e91-4436-980e-db7d360b0efe.Kinect,9/11/2018,0.579202490231624,0.83,0.15,0.04,0,0.65,1.19,0.08,0,0,0,0,0,0,0
88ac8d64-e663-4423-9f85-b292792b9c0d.Kinect,9/7/2018,0.615699020352369,1.21,1.46,1.5,0.24,0.61,0,0.01,0,0,0.23,0,0,0,0
47154981-30a5-4635-9b33-939acab79a8b.Kinect,10/19/2018,0.606800845601961,0.34,1.41,1.45,0.39,0.43,0.53,0,0.06,0,0.25,0,0,0,0
7f10be08-1955-4433-be36-563455355e53.Kinect,7/23/2018,0.587926516005924,0.08,0.05,0,0,0.64,0,0,0,0,0,0,1.2,0,0.22
78953881-35ca-4edc-b9d7-448b9ef18010.Kinect,8/23/2018,0.664650867242591,0.07,1.35,1.42,0,0,0.04,0,0,0,0.87,0,0,0,0
eb49a447-2ca6-4518-a8c0-1d5588a32f77.Kinect,6/20/2018,0.01,1.06,0.88,1.09,1.12,1.03,0.84,1.5,0,0,1.01,0.51,0,0,0
b22d4428-a06b-4004-bc57-73dd19467e36.Kinect,10/26/2018,0.563237137008533,0.21,1.48,1.41,0,0,0.08,0.24,0,0.33,1,0,0,0,0
402e460b-de12-4085-a675-c8b1b225a138.Kinect,10/19/2018,0.888131198890471,0,0.48,0.33,0.32,0.02,0,0,0,0.05,0.15,0,0,0,0
f65174ad-da87-4b32-8b62-2edeaca79502.Kinect,7/20/2018,0.288335216347816,0,1.38,1.36,0.01,1.34,1.5,0.59,0,0,0.1,0,0,0,0
83ab39f8-6f2d-4daa-8263-5fe7cbc6cdc8.Kinect,6/11/2018,0.359477759840193,0,1.16,1.04,0,0,1,1.13,0,0.47,0.14,0,0,0,0
baa6f062-41b6-4c77-9379-78f28b8d1ecd.Kinect,8/25/2018,0.0733966186444681,0,1.01,0.01,0.02,0,0,0,0,0,0,1.35,1.5,0.21,1.3
522f429b-6bbe-4ca6-9e2d-ebb2e9b1963f.Kinect,9/26/2018,0.581781785341772,0.11,0.21,0.56,1.47,1.5,0,0.25,0,0.06,0.75,0,0,0,0
cf7c7222-ba52-46e4-8e2c-aba0093fa3c1.Kinect,6/1/2018,0.929869889811328,0,0.65,0,0.02,0.04,0,0,0,0,0,0,0,0,0
82043059-a710-4768-877b-15cf938e8d4a.Kinect,8/7/2018,0.834910982180264,0,1.04,1.3,0.34,0.09,0,0,0,0,0,0,0,0,0
28d65ce8-f54b-4bae-b998-5d5b5e4b98dc.Kinect,7/31/2018,0.286048977799934,0,1.5,1.45,1.5,1.5,1.18,0,0.11,0.77,0.18,0,0.42,0,0
353dd4e6-3dcc-4d37-a378-b9569225c3c5.Kinect,5/10/2018,0.805851028655761,0,1.27,1.12,0,0,0,0,0.21,0.12,0.01,0,0,0,0
222146f7-1b18-4ce0-b973-01458f711701.Kinect,6/1/2018,0.743554210962728,1.06,1.33,1.5,0,0,0,0,0,0,0,0,0,0,0
90895602-e6b0-40ca-8da8-4fd8a6c41920.Kinect,8/25/2018,0.407714902888863,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
038ff45b-f449-480b-8173-24ca8367ce77.Kinect,5/9/2018,0.788110726336708,0,1.5,1.5,0.05,0.5,0,0,0,0.01,0.05,0,0,0,0
1a0f74ae-e507-43fc-8920-467aee7daf3b.Kinect,7/18/2018,0.590665637787365,0,0,0,1.11,1.08,0,0,0,0,0,1.04,1.49,0,0
49f76fdc-cc9b-490c-90cf-e09f93d8ab0d.Kinect,6/19/2018,0.01,1.4,1.11,1.38,0.23,1.02,0,1.5,0,0,0.73,1.5,0,0.69,0.16
c9751b1a-b563-4d3d-9d5e-df6ced7d8eb2.Kinect,6/20/2018,0.582381828186881,1.26,0.82,1.24,0.54,0.05,0,0,0,0,0.55,0,0,0,0
f485970b-a56d-4ca6-875b-a6614a20f285.Kinect,9/4/2018,0.590955805380141,1.01,1.5,1.5,0.01,0.02,0.53,0,0,0,0.24,0,0,0,0
5df8ba78-cae7-4e6f-a8ca-5692ef373526.Kinect,9/6/2018,0.407766954481005,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
4e7d2e44-dfe1-4594-bedd-dea48a0f64f2.Kinect,7/12/2018,0.293255049668346,1.07,1.5,1.5,0.51,0.69,0.35,0.04,0,0,0.03,1.5,0,0,0
9cdec3ad-5cdc-48ff-b808-fd9b483bfff7.Kinect,10/19/2018,0.606971551041649,0,1.5,1.5,0,0,0,0,0,0,0,1.21,0,0,0
9d70b23d-ff88-4169-871c-7004006d0243.Kinect,8/15/2018,0.408085383369804,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
157acf50-2a76-4836-95d4-5642de40d24d.Kinect,9/7/2018,0.761600837020659,0,0.77,1.32,0.09,1.05,0,0,0,0,0,0,0,0,0
2517f3a3-9a6d-4a5d-ace9-c2a035d12337.Kinect,8/23/2018,0.509488297403719,0.03,1.17,1.16,0.11,0.12,0,1.39,0,0,0,0.39,0,0,0
d4fcb72b-0b77-459e-beef-7856b8b83cf8.Kinect,7/31/2018,0.704629240775104,0.2,1.34,1.2,1.35,1.33,0,0.01,0,0,0,0,0,0,0
eaeb1d50-631c-49b8-a1e8-9897c452f622.Kinect,6/1/2018,0.221566949924996,0,1.08,1.19,1.12,1.26,0.71,1.5,0.24,0.41,0.44,0,0,0,0
b2f9054b-ea3c-4d3b-9459-cf440c0ed2f8.Kinect,8/24/2018,0.101296377127918,0,1.05,0.26,0,0.17,0,0,0,0,0,0.6,1.5,0,1.18
3cfbdac3-c214-46cf-884f-71388b032c5e.Kinect,8/25/2018,0.406509212952844,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
37afa614-d9e3-4c03-9418-207bafb44625.Kinect,10/31/2018,0.407123958077868,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
c230c6af-9cb0-4a2c-a992-c380c9492412.Kinect,5/10/2018,0.877647299295376,0,0.06,0.01,0,0.74,0.01,0.1,0.02,0,0.08,0,0,0,0
e15951b0-1e54-460e-9df6-a0e0504d2713.Kinect,7/17/2018,0.904280923221011,0,0,0,0,0.17,0.05,0,0,0.32,0.33,0,0,0,0
d97d9039-5919-447c-bbde-b7602773c9f0.Kinect,7/19/2018,0.646719003373801,1.07,1.2,1.05,1.24,0.51,0,0,0,0,0,0,0,0,0
a427283c-5df4-47a5-8a00-00dbf3423ce2.Kinect,9/4/2018,0.628481417184409,0,0.82,0.57,0,0,0,0.44,0,0,0,1,0,0,0
360c0bd6-d867-4b3c-a13b-6edce5b7474e.Kinect,5/9/2018,0.532624678532277,0,0,0,0.62,1.08,1.5,0,0,0,0.29,0,0,0,0
317d376e-1d3e-4523-a232-1108f0347e97.Kinect,7/9/2018,0.893030130307869,0,0.32,0.23,0,0,0.05,0,0.2,0,0,0.1,0,0,0
202a0ac3-d428-4c4a-8ec8-d131518b06ff.Kinect,7/10/2018,0.690393475323873,0.56,1.34,1.42,1.02,1.01,0.02,0,0.01,0,0,0,0,0,0
59bbb9d9-f521-4726-8502-427a0d0643c9.Kinect,7/18/2018,0.801779356441694,0,0,0,0.58,1.21,0,0.34,0,0,0,0.03,0,0,0
1bc7f255-62d2-4171-96bd-fef9b31f38fa.Kinect,9/7/2018,0.681283577929606,1.04,1.29,1.49,0.64,0.48,0,0,0,0,0,0,0,0,0
f1272af5-ac68-4355-8c3e-5093b1b23742.Kinect,8/23/2018,0.820117571758419,0,1.32,1.46,0,0.04,0,0.06,0,0,0.08,0,0,0,0
fe55ef29-7977-4ca4-b4f4-50ffbd0a708f.Kinect,8/17/2018,0.40706419186289,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
cc25d219-f32e-483e-9234-bd191978a430.Kinect,9/26/2018,0.573988045694908,1.07,0.15,0.57,0.04,0.34,0.65,0.43,0,0,0.04,0,0,0,0
eb1b2205-7b26-4c85-9e8e-c350fddec978.Kinect,5/10/2018,0.820416894374475,0,1.27,1.14,0,0,0.19,0,0,0.05,0.06,0,0,0,0
7f7f9044-0e42-4992-be89-7bf5c05ede08.Kinect,7/18/2018,0.68921816540137,0,0.04,0,1.26,1.5,0,0.77,0,0,0,0,0,0,0
1cf45dd6-821f-444d-a102-5e94dca748a8.Kinect,7/18/2018,0.793088734669072,0,0.06,0.01,0.08,0.2,0.04,0.14,0,0,0.71,0,0,0,0
ef90f694-30a1-40e2-b14a-0171c1e9b8da.Kinect,7/16/2018,0.70782971083895,1.21,1.34,1.37,0.18,0.06,0,0,0,0,0.07,0,0,0,0
77a85eb4-01b7-43b7-bac6-35ababed5021.Kinect,8/17/2018,0.406242318611519,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
f733a61c-db20-44e6-aaa9-2cfdd1b9ef8f.Kinect,9/11/2018,0.792528032199863,0,1.28,1.47,0.06,0.22,0,0.01,0,0.17,0.02,0,0,0,0
611aa282-46e5-4275-be5d-15aed55f8fb8.Kinect,7/27/2018,0.564895957740115,0,0.57,0,0.03,1.21,0,0,0,0,0,0.17,1.28,0,0
d98389ac-8a60-4495-9230-09810a27a4c6.Kinect,10/26/2018,0.640440639090761,0.01,1.46,1.5,0.01,0,0,0,0,0,0.22,1.03,0,0,0
3edb540a-780b-44b8-9f71-f7c24206e1ef.Kinect,7/17/2018,0.517832773248726,0,0.05,0,0,1.05,0.48,0,1.09,0.27,0.17,0,0,0,0
f9daeae9-b005-48fe-9a62-665931f4e55d.Kinect,9/26/2018,0.828645047700716,0,1.44,1.49,0,0.15,0,0.01,0,0,0,0.01,0,0,0
211d6b88-249c-458a-8f69-43e0e2717dac.Kinect,9/26/2018,0.585946027418933,1.09,0.16,0.58,0.05,0.63,0.69,0.12,0,0,0.09,0,0,0,0
7868e62f-28e3-497c-bcd4-8d6ae01bc5e3.Kinect,8/17/2018,0.372765578320753,0,1.03,1.31,0.24,1.5,0.33,1.39,0,0,0,0,0,0,0
e06a44b8-7d95-4b3f-b8b6-4956fea0701f.Kinect,9/9/2018,0.858393706424758,0,0.92,0.73,0,0.15,0,0,0,0,0,0,0,0.07,0
3c777564-1dc7-45a5-9bdf-fa0769c9aeac.Kinect,10/16/2018,0.751081849598004,0.5,1.18,1.17,0.19,0.73,0,0,0,0,0.03,0,0,0,0
982834d5-b55a-468c-91d3-0d197be6e69e.Kinect,9/11/2018,0.283130202640122,0,0.65,1.04,0.19,1.38,0,0,1.5,0,0,0.1,0.87,0,0
aa654afe-fd87-46ca-8453-198ca172ff66.Kinect,6/6/2018,0.460530664675195,0.34,0.66,1.11,0.4,0.67,1.27,0.13,0,0,0.21,0,0,0,0
1d4d0da9-f5f2-41a1-abbf-4eea5e5095f2.Kinect,5/9/2018,0.77899951459201,0.3,1.5,1.5,0.38,0,0,0,0,0,0,0,0,0,0
b924c269-c130-452b-a9a9-7a472f64e6f6.Kinect,5/10/2018,0.82688314065183,0.13,0.99,0.85,0.05,0.59,0,0,0,0,0,0,0,0,0
ed12f013-a5e6-4ce0-aa4d-c69ad37c35c2.Kinect,7/19/2018,0.37326355701422,1.23,1.22,0.91,1.27,1.22,0,0,1.26,0,0,0,0,0,0
f32602d7-67cb-4df0-8918-882d983ac87f.Kinect,7/24/2018,0.628129368018036,0,1.02,0.7,0,0,0.19,0,0,0,0,0,1.14,0,0
3c35797f-d626-47e3-89ef-91fc94f7e4b3.Kinect,5/31/2018,0.762162304463676,0.01,1.28,1.5,0.03,0.01,0,0,0,0,0.4,0,0,0,0
77485683-6838-4eb5-b1ee-0f4f7cb365fc.Kinect,9/11/2018,0.867620078845657,0,1.26,1.29,0,0,0,0,0,0,0,0,0,0,0
b67daffd-a17b-4aaf-9701-e12e76e519a5.Kinect,8/29/2018,0.727524672654124,1.04,1.37,1.35,0,0.05,0,0,0,0,0.12,0,0,0,0
9598646d-d752-4a60-8078-b4db8eebf204.Kinect,7/18/2018,0.563215367992207,1.3,1.27,1.13,0.92,1.1,0,0,0.34,0,0,0,0,0,0
a7cbdc66-91e7-4f63-ac9e-5ccb1c6a7580.Kinect,8/27/2018,0.539813309282173,0,0.2,0.7,0.04,1.18,0.01,0,0,0,0,1.33,0,0,0
37726344-3cf0-4d7f-a340-ae88fea4f91c.Kinect,10/8/2018,0.739526158255974,1.07,1.45,1.39,0,0.05,0,0,0,0,0.01,0,0,0,0
c239315d-8bef-4c4a-b637-c30b1907eeb6.Kinect,8/25/2018,0.0734277384837325,0,1.01,0.01,0.02,0,0,0,0,0,0,1.36,1.5,0.21,1.3
539dd780-4b2e-4072-bb40-e414df47e956.Kinect,10/12/2018,0.632622023740983,0.07,1.5,1.5,0,0,0,0,0,0,0,1.05,0,0,0
376278c9-0fab-4f9e-ab3b-beff006b4821.Kinect,7/11/2018,0.01,1.5,1.5,1.5,1.44,1.21,1.5,1.5,0,0,0,0.05,0,0,0
c7f2efd2-835f-40b9-9db2-94abe277e6b6.Kinect,7/18/2018,0.826679169044449,0.28,1.27,1.05,0.15,0.05,0,0,0,0.01,0,0,0,0,0
029f7a21-f146-4952-9053-b4806c03c4dd.Kinect,10/15/2018,0.677098574418552,1.07,1.37,1.38,0.04,0.06,0,0,0,0,0.35,0,0,0,0
16205a4d-4a9d-47ed-9730-0f56d5aa414f.Kinect,7/18/2018,0.631858741376972,0,0.1,0,1.5,1.35,0,1.03,0,0,0,0,0,0,0
f37953f8-4bf2-4104-b22e-d07651f358da.Kinect,10/19/2018,0.800852803055371,0,1.28,1.3,0.08,0,0,0,0,0,0,0.3,0,0,0
baa58046-aa78-480e-9519-d9b8e77faaee.Kinect,6/20/2018,0.596397182877086,0,1.5,1.5,0,0,0,0.2,0,0,1.06,1.06,0,0,0
812d0a95-eb49-4f31-802a-8f2f480a00aa.Kinect,5/10/2018,0.01,0,1.2,0.68,1.13,1.1,0,0.02,0,0.29,0,0,1.28,1.23,1.16
a138dc55-9b11-4c3f-b2d3-2bc9fcff1cb5.Kinect,9/27/2018,0.294187182876464,1.5,0.44,0.37,0,0.78,1.5,0.66,0,0,0,0,0,0,0
44acac0f-b63a-4447-8462-ad51d68954ea.Kinect,10/8/2018,0.970391025526128,0,0.08,0,0,0.19,0,0,0,0,0,0,0,0,0
9810a1e7-ff7a-4f79-ba47-f9cde38cb2c0.Kinect,8/21/2018,0.826841528664148,0,1.03,1.32,0.4,0.02,0,0,0,0,0,0,0,0,0
5d8d6eb0-605b-4609-8f9f-66effbd01883.Kinect,9/26/2018,0.536137025492067,0,1.43,1.5,0,0.15,0.02,1.32,0,0,0,0.14,0,0,0
9d237ee1-8e00-45ae-813b-1e6fabfa9d05.Kinect,7/24/2018,0.652619310556647,0.1,1,0.54,0,0.26,1.02,0,0,0.02,0,0,0,0,0
48276382-2bcc-43d6-b800-84fd08cfa523.Kinect,6/8/2018,0.588963915405659,1.15,0,0.04,0,0.12,0,1.39,0,0,0,0,0,0,0
915b61b4-5a0e-4b34-bb33-7eb9cc89ecaf.Kinect,6/11/2018,0.761241847038663,0,1.5,1.5,0,0.21,0,0,0,0,0.33,0,0,0,0
5dce506f-9ff1-4085-b936-451ea6b8dd89.Kinect,8/24/2018,0.0763907629592953,0,0.58,0,0,0.4,0,0,0,0,0,0,1.5,1.24,1.31
99e5bb44-d60a-40b5-9341-7f0a97221d07.Kinect,7/20/2018,0.584712824269355,0.01,1.21,1.33,0,0.01,0.2,0.8,0,0.06,0.38,0,0,0,0
03f4611a-5d27-4b49-8716-55ee383024fe.Kinect,9/11/2018,0.678785589605225,0.06,1.49,1.49,0.66,0.84,0,0.26,0,0.13,0,0,0,0,0
382080f2-be27-4afa-ab6c-9b8ceeb1e23a.Kinect,9/26/2018,0.291736823473843,1.32,0.77,1.29,0.5,0.5,0,1.45,0,0,0.52,0,0,0,0
cbf541f4-720a-4104-b670-c8603c345b88.Kinect,10/8/2018,0.754270640281738,1.12,1.21,1.12,0.01,0.11,0,0,0,0,0,0,0,0,0
a713f9ae-3fbd-4cff-b065-523f0fc71511.Kinect,5/10/2018,0.645878758583587,0,0.52,0.29,0.7,1.15,0.06,0,0.6,0.12,0.26,0,0,0,0
bacb2fc8-4317-41c7-a157-850d61d8e921.Kinect,7/19/2018,0.434522627783195,1.2,1.29,1.14,1.21,1.11,0,0,0.9,0.06,0,0,0,0,0
fcfa5a33-1907-4cac-8ede-d37913094c2f.Kinect,8/20/2018,0.40784739104964,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
589b1df9-ac10-47e3-a69a-a02253df507a.Kinect,8/27/2018,0.791348177687488,0.25,1.5,1.5,0,0,0,0,0,0,0.15,0,0,0,0
04713ee2-c592-4925-8372-51971afff490.Kinect,7/20/2018,0.851375966165217,0,0.32,0.57,0.91,0.06,0,0,0,0,0,0,0,0,0
bcf8680b-8678-44b7-952a-f8b3871fba4e.Kinect,5/23/2018,0.662301070949692,1.24,0.91,1.16,0.12,0.33,0.29,0,0,0,0.01,0,0,0,0
ca2ce614-70d3-4ea6-a18f-70ccce4f4eb7.Kinect,10/26/2018,0.398645966135812,0.05,1.06,1.2,0.46,0,0.87,0,0,0,1.26,0,0,0,0
eea10a2d-f9ea-455e-af81-998fca8eaeaf.Kinect,10/26/2018,0.792814006897009,0.51,1.5,1.5,0.06,0,0,0,0,0,0,0,0,0,0
2defb2ed-532a-4415-9885-a33549dd3170.Kinect,5/10/2018,0.45390147190656,1.09,1.22,1.39,1.4,1.47,0.07,0.32,0,0,0.34,0,0,0,0
892428e2-eb69-43c8-af1f-714bc63b3124.Kinect,5/10/2018,0.574741589545469,0.15,1.14,1.5,0.06,0,0,0,0,0,0,1.26,1.24,0,0
76bd1013-dc33-4a3c-b989-82d9b9793c68.Kinect,7/20/2018,0.592312784826379,1.5,1.17,1.38,0.19,0.31,0,0,0.43,0,0,0,0,0,0
f92e1d79-edd3-4569-af32-43a0bf11d255.Kinect,6/19/2018,0.842416891947977,0,1.5,1.5,0,0,0,0.01,0,0,0.01,0,0,0,0
e12902a2-4489-4fbe-8243-87df41fef4f4.Kinect,10/24/2018,0.580627402778228,0.01,1.5,1.5,0,0,0,0,0,0,0.76,1.26,0,0.03,0
